open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1766775600000,12.164,12.229,12.127,12.19,270516.51,1766779199999,3294017.93755,15670,139256.92,1695774.97646,0
1766779200000,12.19,12.251,12.159,12.212,233519.27,1766782799999,2850344.92925,11072,119966.25,1464255.94290,0
1766782800000,12.211,12.237,12.171,12.182,200478.64,1766786399999,2446470.28979,8334,113914.82,1389975.48428,0
1766786400000,12.181,12.204,12.148,12.193,199182.17,1766789999999,2425544.76801,7929,97347.92,1185537.42174,0
1766790000000,12.193,12.2,12.157,12.179,179478.51,1766793599999,2185121.19458,8015,99490.17,1211242.26868,0
1766793600000,12.179,12.205,12.168,12.196,210348.6,1766797199999,2562619.74849,7674,123145.89,1500234.57039,0
1766797200000,12.196,12.225,12.155,12.223,203148.98,1766800799999,2476958.36095,8658,110594.61,1348525.26103,0
1766800800000,12.223,12.236,12.193,12.219,151645.36,1766804399999,1852618.97702,9025,78202.65,955486.07714,0
1766804400000,12.218,12.267,12.206,12.243,350059.4,1766807999999,4282753.58591,13963,183646.58,2246927.88926,0
1766808000000,12.244,12.246,12.171,12.176,295211.17,1766811599999,3601728.56880,9312,104152.54,1270610.19536,0
1766811600000,12.176,12.227,12.174,12.223,328239.56,1766815199999,4002646.83509,21866,182402.16,2224672.32071,0
1766815200000,12.224,12.225,12.194,12.214,131099.47,1766818799999,1600455.39273,5196,64891.90,792212.63552,0
1766818800000,12.214,12.273,12.214,12.252,228972.85,1766822399999,2804782.86058,8808,137210.64,1680858.70636,0
1766822400000,12.252,12.291,12.233,12.238,237737.93,1766825999999,2915220.24870,8465,128470.43,1575720.30730,0
1766826000000,12.238,12.264,12.221,12.25,259915.36,1766829599999,3181555.84994,8279,143883.12,1761386.32736,0
1766829600000,12.249,12.256,12.162,12.204,338053.33,1766833199999,4127220.48005,10671,140581.28,1716411.45706,0
1766833200000,12.204,12.273,12.204,12.262,305715.23,1766836799999,3744831.97961,10082,139184.14,1704647.87511,0
1766836800000,12.263,12.284,12.238,12.251,251651.34,1766840399999,3086998.00286,10116,109443.60,1342754.68725,0
1766840400000,12.252,12.279,12.228,12.259,282531.82,1766843999999,3460750.35268,10200,155105.64,1899560.91713,0
1766844000000,12.259,12.32,12.244,12.295,455877.41,1766847599999,5598312.57876,12980,259143.20,3182925.36960,0
1766847600000,12.296,12.342,12.284,12.314,476199.0,1766851199999,5860967.70721,13155,251456.84,3094537.95760,0
1766851200000,12.315,12.339,12.282,12.289,271326.83,1766854799999,3339580.99796,12411,131514.60,1618896.23970,0
1766854800000,12.289,12.305,12.257,12.3,243588.17,1766858399999,2991298.53847,9046,122637.91,1506157.49857,0
1766858400000,12.3,12.312,12.283,12.306,142439.0,1766861999999,1751902.33609,5713,84511.34,1039450.00217,0
1766862000000,12.307,12.343,12.301,12.337,138105.38,1766865599999,1701292.30493,6013,71082.36,875692.72173,0
1766865600000,12.336,12.374,12.309,12.316,280759.05,1766869199999,3465755.91131,10040,142555.03,1760141.14050,0
1766869200000,12.317,12.399,12.305,12.398,395994.56,1766872799999,4898902.97497,11758,240960.59,2980862.35939,0
1766872800000,12.399,12.496,12.347,12.377,568756.7,1766876399999,7058915.78127,18084,273470.65,3395056.47935,0
1766876400000,12.378,12.549,12.378,12.515,672401.26,1766879999999,8383722.86420,22807,359402.13,4481016.36055,0
1766880000000,12.516,12.549,12.471,12.493,456785.11,1766883599999,5710681.41797,19134,218007.69,2726019.56461,0
1766883600000,12.493,12.515,12.445,12.459,285904.97,1766887199999,3566993.39575,11298,135587.00,1691363.08266,0
1766887200000,12.459,12.535,12.449,12.481,281062.01,1766890799999,3512730.05317,11105,131701.73,1645851.71697,0
1766890800000,12.482,12.515,12.436,12.498,445668.31,1766894399999,5560783.93114,15271,192953.83,2407156.85298,0
1766894400000,12.498,12.519,12.477,12.486,242520.83,1766897999999,3030992.36241,9325,125475.27,1568032.59546,0
1766898000000,12.487,12.495,12.433,12.447,388007.4,1766901599999,4835917.80929,13673,173923.98,2167558.83422,0
1766901600000,12.446,12.484,12.434,12.455,280712.59,1766905199999,3495807.55143,9307,169076.14,2105459.65375,0
1766905200000,12.455,12.47,12.414,12.426,223566.48,1766908799999,2781224.41687,8672,103983.41,1293406.33164,0
1766908800000,12.427,12.485,12.42,12.436,215008.94,1766912399999,2676091.20401,8480,99163.37,1234278.15969,0
1766912400000,12.437,12.439,12.367,12.403,448469.93,1766915999999,5562908.41675,11716,206665.32,2563488.96097,0
1766916000000,12.403,12.491,12.399,12.491,399681.08,1766919599999,4977294.47639,12733,215296.30,2681269.41457,0
1766919600000,12.49,12.505,12.414,12.443,342810.27,1766923199999,4272941.29992,10512,167517.87,2087688.08883,0
1766923200000,12.443,12.488,12.429,12.46,360858.3,1766926799999,4495331.71613,12558,213599.72,2660525.21265,0
1766926800000,12.46,12.505,12.431,12.453,479948.08,1766930399999,5984731.15890,16343,192148.46,2395971.67237,0
1766930400000,12.454,12.523,12.448,12.5,288150.58,1766933999999,3596932.06477,11002,147100.94,1836336.67541,0
1766934000000,12.5,12.563,12.477,12.518,457169.58,1766937599999,5726729.53628,17950,237070.71,2970123.05570,0
1766937600000,12.519,12.595,12.487,12.503,475243.9,1766941199999,5960906.37732,16781,245323.58,3078555.16300,0
1766941200000,12.504,12.555,12.477,12.48,304439.26,1766944799999,3812184.33126,12006,128617.49,1610375.21663,0
1766944800000,12.481,12.491,12.337,12.36,742531.49,1766948399999,9198843.07139,21794,280049.82,3468832.06977,0
1766948400000,12.36,12.405,12.327,12.348,365152.44,1766951999999,4513429.21572,14394,180287.31,2228711.37183,0
1766952000000,12.348,12.386,12.314,12.343,298037.17,1766955599999,3680324.40675,12832,167767.40,2072170.59441,0
1766955600000,12.343,12.373,12.313,12.363,236619.72,1766959199999,2921149.94495,10350,125942.96,1554913.87851,0
1766959200000,12.364,12.474,12.344,12.452,294651.11,1766962799999,3655252.45483,11170,146188.30,1813816.24217,0
1766962800000,12.452,12.496,12.388,12.49,306367.72,1766966399999,3812766.02740,12615,174946.31,2177396.86773,0
1766966400000,12.49,12.648,12.458,12.567,1017131.73,1766969999999,12777157.05443,33886,591523.33,7432715.63855,0
1766970000000,12.567,12.668,12.464,12.628,884650.3,1766973599999,11125903.27078,28244,415294.51,5224204.65139,0
1766973600000,12.628,12.828,12.627,12.759,1354257.3,1766977199999,17246440.51716,52541,762391.75,9708973.05770,0
1766977200000,12.759,12.995,12.745,12.935,1507983.1,1766980799999,19417280.70608,50597,869000.53,11189584.25451,0
1766980800000,12.936,13.035,12.904,12.937,951715.82,1766984399999,12336141.22524,31653,508966.55,6599268.39526,0
1766984400000,12.937,12.953,12.886,12.903,685714.27,1766987999999,8859691.50232,22688,339208.06,4383411.73962,0
1766988000000,12.904,12.91,12.79,12.822,702459.29,1766991599999,9032131.84257,21854,257089.29,3306057.14940,0
1766991600000,12.822,12.847,12.729,12.795,778687.72,1766995199999,9955456.00346,24271,412905.79,5279935.02032,0
1766995200000,12.795,12.839,12.724,12.74,461328.49,1766998799999,5898344.33325,16367,220966.20,2826296.58631,0
1766998800000,12.74,12.752,12.467,12.533,1599965.7,1767002399999,20122994.49808,49799,697520.46,8769958.61844,0
1767002400000,12.533,12.618,12.514,12.56,688057.23,1767005999999,8645395.98767,27692,354703.59,4457154.38559,0
1767006000000,12.559,12.565,12.499,12.5,438577.41,1767009599999,5495517.10610,16049,201025.29,2519197.53117,0
1767009600000,12.5,12.501,12.237,12.371,2184790.88,1767013199999,26984660.22371,68105,939749.51,11606544.67704,0
1767013200000,12.372,12.382,12.27,12.303,732175.37,1767016799999,9021297.66435,28313,316828.09,3903506.68115,0
1767016800000,12.302,12.476,12.262,12.366,1294888.9,1767020399999,16028877.33199,46377,645500.58,7987586.08368,0
1767020400000,12.366,12.481,12.351,12.392,670886.65,1767023999999,8329726.87734,28655,336154.52,4174412.33528,0
1767024000000,12.392,12.454,12.336,12.391,433757.41,1767027599999,5375974.65581,19875,240680.30,2983365.84001,0
1767027600000,12.391,12.447,12.347,12.418,376954.52,1767031199999,4672433.06191,16913,175592.29,2176660.68570,0
